DOCDecomposition,DOCReleaseReadily,DOCReleaseNonReadily,MaxDOCReleaseReadily,MaxDOCReleaseNonReadily,Reaeration,WaterTemp,InitialReadily,InitialReadily.1
0.08998680313117802,0.406360923871398,0.1312859965488315,101.63903230801225,11.84984096325934,0.07847696318291128,20.809370143106207,593.3464996051043,499.92134305648506
0.06479560717009007,0.6219325096812099,0.10443173979874701,73.71266996487975,11.995746163651347,0.06542249725200236,19.217237861594185,540.4062201268971,2015.3255921322852
0.09393261625431477,0.5351408190093935,0.1530810012947768,53.06758817285299,8.12463253363967,0.018791691730730236,11.820896428544074,202.86883157677948,1627.1544804330915
0.18152585585601624,0.6573595185531304,0.12304840862052517,92.54823250696063,5.7679179441183805,0.07200328179867939,17.923193207243457,913.066477747634,1332.5025360099971
0.2969120725337416,0.8345888645621017,0.12562274575466292,60.65998423844576,5.0028638653457165,0.06293100107228383,15.28766485513188,779.5457986649126,1897.0095994882286
0.19718443366698918,0.5887067077914253,0.17884779624873776,113.29834323376417,6.144168458878994,0.039876074939966207,14.31247333297506,439.06490271911025,924.142861738801
0.24659241445362565,0.799087802041322,0.1833354904316366,99.88815603777766,5.949467543512583,0.02830449519911781,16.391911789542064,126.3738430570811,820.7799538504332
0.19862824924290176,0.5027392442338169,0.17642092885216698,65.91208739206195,8.300887001678348,0.027443812894634906,16.027288147015497,930.5277534294873,423.4374600928277
0.18757544566877182,0.6688944471301511,0.0776469499571249,116.27038467675447,6.7612772192806005,0.06779391973279417,10.118426603730768,745.6585525069386,2459.643823094666
0.07796945629641414,0.4358824550639838,0.1622113705961965,72.23405292257667,9.726683700457215,0.044598356238566346,24.666724392445758,939.80394420214,592.6008643582463
0.12493945186957717,0.4651858228957281,0.060382841608952735,82.91176045313478,10.249012537300587,0.064619874432683,10.301368520595133,577.4610973894596,2003.4600568469614
0.08746612341143191,0.7318697760114447,0.16324993586167696,76.23530268669128,6.477489842101932,0.07723550800001248,10.728224210906774,491.3526859600097,2195.2639769297093
0.12716257531195876,0.5035673682345078,0.0546174934366718,116.96988265961409,10.014959082007408,0.06833564541535453,16.07151560136117,521.9037316273898,2946.2747289799154
0.2520196809154004,0.7260765714803711,0.13053372978465633,102.02356526628137,7.051936952397227,0.03302428265335038,16.44615547498688,308.9416082948446,2128.111521480605
