DOCDecomposition,DOCReleaseReadily,DOCReleaseNonReadily,MaxDOCReleaseReadily,MaxDOCReleaseNonReadily,Reaeration,WaterTemp,InitialReadily,InitialReadily.1
0.17940540688112375,0.6575777422171086,0.10160118024796248,50.50735332071781,9.728665804490447,0.02924733003135771,23.28121099038981,929.3623194098473,794.9207620695233
0.11004025789909064,0.6459282181225717,0.06960811322787777,94.93861032649875,9.909183768555522,0.05289639482274652,17.695322312647477,518.3346329722553,811.5057230461389
0.13764373826794324,0.5274946669582278,0.12693382115103308,119.7551641985774,9.614893356338143,0.03869816554011778,11.711734185228124,508.18926631473005,993.2660877238959
0.13318341571837664,0.5843561745481566,0.15352636170573536,71.22332256287336,6.151684572920203,0.07834303138311953,14.25853775232099,165.8016457222402,1488.149146316573
0.09226236037909984,0.414628496253863,0.06257417735178024,53.71936436742544,12.183243378996849,0.05994137050583959,22.785469805821776,668.5537863522768,2381.010214565322
0.2053997500054538,0.7351172022521496,0.07846346453297884,64.71857583150268,5.8702094200998545,0.038360645005013794,24.776453042868525,381.2011294066906,2063.29015083611
0.19680756605230268,0.7855605470016599,0.06298917732201517,50.30824424698949,10.310279307886958,0.02443950658198446,24.344568053493276,951.4714071992785,2285.204144194722
0.038785262918099764,0.6984891708474606,0.05374434918630869,63.953259550035,5.562125254422426,0.0787928686127998,20.47389130340889,917.2778502106667,2215.3969570063055
0.2016373713314533,0.7531141743296758,0.05060332589782775,88.79242908209562,5.683937851339579,0.06452751656062901,14.399651800049469,993.3176897466183,1395.4615273978561
0.2994640626851469,0.5446515964344144,0.11660775457276033,67.76251059025526,8.239537728950381,0.04028626279206947,15.019335750257596,811.9446823839098,362.2168907895684
0.14607312435284256,0.5675756514305249,0.05773870805278421,68.84047292172909,11.929595485329628,0.046196840396150955,13.298614285886288,136.3608413375914,2449.389975517988
0.04973894945345819,0.4070734963519499,0.128559279977344,119.74617758765817,6.325354762375355,0.021198332384228708,10.942385259550065,600.0957957003266,858.6195074021816
