DATE,CHOWFLAG,QSA,Normal
22/07/1907,0,11447,0
23/07/1907,0,11253,0
24/07/1907,0,11070,0
25/07/1907,0,10896,0
26/07/1907,0,10728,0
27/07/1907,0,10573,0
28/07/1907,0,10435,0
29/07/1907,0,10333,0
30/07/1907,0,10276,0
31/07/1907,0,10235,0
1/08/1907,2,10157,0
2/08/1907,2,10108,0
3/08/1907,2,10067,0
4/08/1907,2,10004,0
5/08/1907,2,10000,0
6/08/1907,2,10000,0
7/08/1907,2,10000,0
8/08/1907,2,10000,0
9/08/1907,2,10000,0
10/08/1907,2,10000,0
11/08/1907,2,10000,0
12/08/1907,2,10000,0
13/08/1907,2,10000,0
14/08/1907,2,10000,0
15/08/1907,2,10276,0
16/08/1907,2,10967,0
17/08/1907,2,11692,0
18/08/1907,2,12406,0
19/08/1907,2,13089,0
20/08/1907,2,13707,0
21/08/1907,2,14249,0
22/08/1907,2,14724,0
23/08/1907,2,15178,0
24/08/1907,2,15659,0
25/08/1907,2,16179,0
26/08/1907,2,16723,0
27/08/1907,2,17272,0
28/08/1907,2,17765,0
29/08/1907,2,18186,0
30/08/1907,2,18500,0
31/08/1907,2,18674,0
1/09/1907,2,18213,0
2/09/1907,2,17683,0
3/09/1907,2,17191,0
4/09/1907,2,16712,0
5/09/1907,2,16245,0
6/09/1907,2,15800,0
7/09/1907,2,15380,0
8/09/1907,2,14992,0
9/09/1907,2,14630,0
10/09/1907,2,14248,0
11/09/1907,2,13799,0
12/09/1907,2,13397,0
13/09/1907,2,13262,0
14/09/1907,2,13234,0
15/09/1907,2,13308,0
16/09/1907,2,13332,0
17/09/1907,2,13304,0
18/09/1907,2,13270,0
19/09/1907,2,13241,0
20/09/1907,2,13218,0
21/09/1907,2,13198,0
22/09/1907,2,13181,0
23/09/1907,2,13163,0
24/09/1907,2,13143,0
25/09/1907,2,13123,0
26/09/1907,2,13104,0
27/09/1907,2,13086,0
28/09/1907,2,13071,0
29/09/1907,2,13062,0
30/09/1907,2,13074,0
1/10/1907,2,12987,0
2/10/1907,2,13018,0
3/10/1907,2,13031,0
4/10/1907,2,13035,0
5/10/1907,2,13038,0
6/10/1907,2,13022,0
7/10/1907,2,12969,0
8/10/1907,2,12887,0
9/10/1907,2,12804,0
10/10/1907,2,12822,0
11/10/1907,2,12951,0
12/10/1907,2,13024,0
13/10/1907,2,13046,0
14/10/1907,2,13061,0
15/10/1907,2,13075,0
16/10/1907,2,13087,0
17/10/1907,2,13092,0
18/10/1907,2,13100,0
19/10/1907,2,13109,0
20/10/1907,2,13110,0
21/10/1907,2,13111,0
22/10/1907,2,13111,0
23/10/1907,2,13110,0
24/10/1907,2,13108,0
25/10/1907,2,13106,0
26/10/1907,2,13104,0
27/10/1907,2,13102,0
28/10/1907,2,13101,0
29/10/1907,2,13099,0
30/10/1907,2,13096,0
31/10/1907,2,13089,0
1/11/1907,2,10000,0
2/11/1907,2,10000,0
3/11/1907,2,10000,0
4/11/1907,2,10000,0
5/11/1907,2,10000,0
6/11/1907,2,10000,0
7/11/1907,2,10000,0
8/11/1907,2,10000,0
9/11/1907,2,10000,0
10/11/1907,2,10000,0
11/11/1907,2,10000,0
12/11/1907,2,10000,0
13/11/1907,2,10000,0
14/11/1907,2,10000,0
15/11/1907,2,10000,0
16/11/1907,2,10000,0
17/11/1907,2,10000,0
18/11/1907,2,10000,0
19/11/1907,2,10000,0
20/11/1907,2,10000,0
21/11/1907,2,10000,0
22/11/1907,2,10000,0
23/11/1907,2,10000,0
24/11/1907,2,10000,0
25/11/1907,2,10000,0
26/11/1907,2,10000,0
27/11/1907,2,10000,0
28/11/1907,2,10000,0
29/11/1907,2,11595,0
30/11/1907,2,12152,0
1/12/1907,0,12049,0
2/12/1907,0,11937,0
3/12/1907,0,11882,0
4/12/1907,0,11832,0
5/12/1907,0,11754,0
6/12/1907,0,11630,0
7/12/1907,0,11455,0
8/12/1907,0,11265,0
9/12/1907,0,11081,0
10/12/1907,0,10939,0
11/12/1907,0,10877,0
12/12/1907,0,10906,0
13/12/1907,0,11005,0
14/12/1907,0,11123,0
15/12/1907,0,11386,0
16/12/1907,0,11492,0
17/12/1907,0,11415,0
18/12/1907,0,11172,0
19/12/1907,0,10632,0
20/12/1907,0,9954,0
21/12/1907,0,9296,0
22/12/1907,0,8617,0
23/12/1907,0,7941,0
24/12/1907,0,7305,0
25/12/1907,0,6717,0
26/12/1907,0,6112,0
27/12/1907,0,5968,0
28/12/1907,0,5907,0
29/12/1907,0,5830,0
30/12/1907,0,5815,0
31/12/1907,0,5827,0
1/01/1908,0,10362,0
2/01/1908,0,11628,0
3/01/1908,0,11660,0
4/01/1908,0,11669,0
5/01/1908,0,11664,0
6/01/1908,0,11650,0
7/01/1908,0,11653,0
8/01/1908,0,11655,0
9/01/1908,0,11645,0
10/01/1908,0,11631,0
11/01/1908,0,11625,0
12/01/1908,0,11627,0
13/01/1908,0,11627,0
14/01/1908,0,11626,0
15/01/1908,0,11628,0
16/01/1908,0,11629,0
17/01/1908,0,11604,0
18/01/1908,0,11602,0
19/01/1908,0,11618,0
20/01/1908,0,11623,0
21/01/1908,0,11627,0
22/01/1908,0,11627,0
23/01/1908,0,11627,0
24/01/1908,0,11631,0
25/01/1908,0,11636,0
26/01/1908,0,11639,0
27/01/1908,0,11638,0
28/01/1908,0,11636,0
29/01/1908,0,11635,0
30/01/1908,0,11635,0
31/01/1908,0,11631,0
1/02/1908,0,7293,0
2/02/1908,0,6099,0
3/02/1908,0,6101,0
4/02/1908,0,6104,0
5/02/1908,0,6100,0
6/02/1908,0,6097,0
7/02/1908,0,6094,0
8/02/1908,0,6091,0
9/02/1908,0,6090,0
10/02/1908,0,6090,0
11/02/1908,0,6091,0
12/02/1908,0,6090,0
13/02/1908,0,6090,0
14/02/1908,0,6090,0
15/02/1908,0,6092,0
16/02/1908,0,6094,0
17/02/1908,0,6096,0
18/02/1908,0,6098,0
19/02/1908,0,6100,0
20/02/1908,0,6101,0
21/02/1908,0,6101,0
22/02/1908,0,6102,0
23/02/1908,0,6102,0
24/02/1908,0,6102,0
25/02/1908,0,6103,0
26/02/1908,0,6104,0
27/02/1908,0,6105,0
28/02/1908,0,6105,0
29/02/1908,0,6104,0
1/03/1908,0,5706,0
2/03/1908,0,5566,0
3/03/1908,0,5542,0
4/03/1908,0,5540,0
5/03/1908,0,5541,0
6/03/1908,0,5541,0
7/03/1908,0,5541,0
8/03/1908,0,5540,0
9/03/1908,0,5540,0
10/03/1908,0,5539,0
11/03/1908,0,5539,0
12/03/1908,0,5539,0
13/03/1908,0,5540,0
14/03/1908,0,5540,0
15/03/1908,0,5539,0
16/03/1908,0,5538,0
17/03/1908,0,5537,0
18/03/1908,0,5535,0
19/03/1908,0,5534,0
20/03/1908,0,5532,0
21/03/1908,0,5532,0
22/03/1908,0,5531,0
23/03/1908,0,5531,0
24/03/1908,0,5531,0
25/03/1908,0,5531,0
26/03/1908,0,5531,0
27/03/1908,0,5532,0
28/03/1908,0,5532,0
29/03/1908,0,5534,0
30/03/1908,0,5535,0
31/03/1908,0,5538,0
1/04/1908,0,4609,0
2/04/1908,0,4335,0
3/04/1908,0,4292,0
4/04/1908,0,4289,0
5/04/1908,0,4290,0
6/04/1908,0,4290,0
7/04/1908,0,4289,0
8/04/1908,0,4286,0
9/04/1908,0,4282,0
10/04/1908,0,4278,0
11/04/1908,0,4276,0
12/04/1908,0,4278,0
13/04/1908,0,4281,0
14/04/1908,0,4285,0
15/04/1908,0,4289,0
16/04/1908,0,4292,0
17/04/1908,0,4293,0
18/04/1908,0,4295,0
19/04/1908,0,6528,0
20/04/1908,0,7258,0
21/04/1908,0,4945,0
22/04/1908,0,7008,0
23/04/1908,0,7599,0
24/04/1908,0,7691,0
25/04/1908,0,7694,0
26/04/1908,0,7678,0
27/04/1908,0,7647,0
28/04/1908,0,7600,0
29/04/1908,0,7525,0
30/04/1908,0,7380,0
1/05/1908,0,7814,0
2/05/1908,0,8216,0
3/05/1908,0,8400,0
4/05/1908,0,8456,0
5/05/1908,0,8458,0
6/05/1908,0,8440,0
7/05/1908,0,8426,0
8/05/1908,0,8443,0
9/05/1908,0,8519,0
10/05/1908,0,8673,0
11/05/1908,0,8905,0
12/05/1908,0,9191,0
13/05/1908,0,9488,0
14/05/1908,0,9753,0
15/05/1908,0,9947,0
16/05/1908,0,10048,0
17/05/1908,0,10056,0
18/05/1908,0,9977,0
19/05/1908,0,9828,0
20/05/1908,0,9625,0
21/05/1908,0,9383,0
22/05/1908,0,9112,0
23/05/1908,0,8817,0
24/05/1908,0,8499,0
25/05/1908,0,8161,0
26/05/1908,0,7809,0
27/05/1908,0,7456,0
28/05/1908,0,7115,0
29/05/1908,0,6803,0
30/05/1908,0,6535,0
31/05/1908,0,6318,0
1/06/1908,0,5493,0
2/06/1908,0,5271,0
3/06/1908,0,5234,0
4/06/1908,0,5219,0
5/06/1908,0,5206,0
6/06/1908,0,5194,0
7/06/1908,0,5184,0
8/06/1908,0,5174,0
9/06/1908,0,5163,0
10/06/1908,0,5150,0
11/06/1908,0,5135,0
12/06/1908,0,5117,0
13/06/1908,0,5097,0
14/06/1908,0,5072,0
15/06/1908,0,5041,0
16/06/1908,0,5002,0
17/06/1908,0,4991,0
18/06/1908,0,4987,0
19/06/1908,0,4982,0
20/06/1908,0,4976,0
21/06/1908,0,4968,0
22/06/1908,0,4962,0
23/06/1908,0,4964,0
24/06/1908,0,4985,0
25/06/1908,0,5026,0
26/06/1908,0,5008,0
27/06/1908,0,4850,0
28/06/1908,0,4627,0
29/06/1908,0,4438,0
30/06/1908,0,4344,0
1/07/1908,0,4605,0
2/07/1908,0,4893,0
3/07/1908,0,5064,0
4/07/1908,0,5168,0
5/07/1908,0,5201,0
6/07/1908,0,5193,0
7/07/1908,0,5327,0
8/07/1908,0,7480,0
9/07/1908,0,8807,0
10/07/1908,0,9950,0
11/07/1908,0,10949,0
12/07/1908,0,11758,0
13/07/1908,0,12307,0
14/07/1908,0,12525,0
15/07/1908,0,12366,0
16/07/1908,0,11855,0
17/07/1908,0,11093,0
18/07/1908,0,10156,0
19/07/1908,0,9165,0
20/07/1908,0,8468,0
21/07/1908,0,8268,0
22/07/1908,0,8196,0
23/07/1908,0,8156,0
24/07/1908,0,8106,0
25/07/1908,0,8026,0
26/07/1908,0,7915,0
27/07/1908,0,7773,0
28/07/1908,0,7604,0
29/07/1908,0,7416,0
30/07/1908,0,7223,0
31/07/1908,0,7038,0
1/08/1908,3,7463,0
2/08/1908,3,7422,0
3/08/1908,3,7328,0
4/08/1908,3,7239,0
5/08/1908,3,7167,0
6/08/1908,3,7127,0
7/08/1908,3,7125,0
8/08/1908,3,7280,0
9/08/1908,3,8101,0
10/08/1908,3,8911,0
11/08/1908,3,9587,0
12/08/1908,3,10093,0
13/08/1908,3,10372,0
14/08/1908,3,10425,0
15/08/1908,3,11865,0
16/08/1908,3,15326,0
17/08/1908,3,16312,0
18/08/1908,3,16113,0
19/08/1908,3,15578,0
20/08/1908,3,15000,0
21/08/1908,3,14478,0
22/08/1908,3,14089,0
23/08/1908,3,13851,0
24/08/1908,3,13723,0
25/08/1908,3,13644,0
26/08/1908,3,13560,0
27/08/1908,3,13426,0
28/08/1908,3,13246,0
29/08/1908,3,13056,0
30/08/1908,3,12934,0
31/08/1908,3,12961,0
1/09/1908,3,12494,0
2/09/1908,3,13622,0
3/09/1908,3,16243,0
4/09/1908,3,15572,0
5/09/1908,3,13555,0
6/09/1908,3,12825,0
7/09/1908,3,13149,0
8/09/1908,3,15461,0
9/09/1908,3,16201,0
10/09/1908,3,17977,0
11/09/1908,3,19178,0
12/09/1908,3,19834,0
13/09/1908,3,20322,0
14/09/1908,3,20765,0
15/09/1908,3,21172,0
16/09/1908,3,21548,0
17/09/1908,3,21908,0
18/09/1908,3,22193,0
19/09/1908,3,22315,0
20/09/1908,3,22251,0
21/09/1908,3,22006,0
22/09/1908,3,21588,0
23/09/1908,3,21069,0
24/09/1908,3,20518,0
25/09/1908,3,20020,0
26/09/1908,3,19629,0
27/09/1908,3,19348,0
28/09/1908,3,19221,0
29/09/1908,3,19229,0
30/09/1908,3,19330,0
1/10/1908,3,19221,0
2/10/1908,3,19232,0
3/10/1908,3,19301,0
4/10/1908,3,19399,0
5/10/1908,3,19522,0
6/10/1908,3,19682,0
7/10/1908,3,19931,0
8/10/1908,3,20304,0
9/10/1908,3,20759,0
10/10/1908,3,21188,0
11/10/1908,3,21428,0
12/10/1908,3,21359,0
13/10/1908,3,20979,0
14/10/1908,3,20341,0
15/10/1908,3,19561,0
16/10/1908,3,18729,0
17/10/1908,3,17980,0
18/10/1908,3,17343,0
19/10/1908,3,16786,0
20/10/1908,3,16329,0
21/10/1908,3,15955,0
22/10/1908,3,15648,0
23/10/1908,3,15399,0
24/10/1908,3,15187,0
25/10/1908,3,15002,0
26/10/1908,3,14831,0
27/10/1908,3,14648,0
28/10/1908,3,14442,0
29/10/1908,3,14291,0
30/10/1908,3,14241,0
31/10/1908,3,14224,0
1/11/1908,3,18630,0
2/11/1908,3,19981,0
3/11/1908,3,20003,0
4/11/1908,3,19931,0
5/11/1908,3,19861,0
6/11/1908,3,19807,0
7/11/1908,3,19758,0
8/11/1908,3,19704,0
9/11/1908,3,19645,0
10/11/1908,3,19565,0
11/11/1908,3,19529,0
12/11/1908,3,19520,0
13/11/1908,3,19520,0
14/11/1908,3,19526,0
15/11/1908,3,19517,0
16/11/1908,3,19482,0
17/11/1908,3,19488,0
18/11/1908,3,19499,0
19/11/1908,3,19502,0
20/11/1908,3,19501,0
21/11/1908,3,19499,0
22/11/1908,3,19490,0
23/11/1908,3,19489,0
24/11/1908,3,19493,0
25/11/1908,3,19495,0
26/11/1908,3,19493,0
27/11/1908,3,19495,0
28/11/1908,3,19500,0
29/11/1908,3,19507,0
30/11/1908,3,19510,0
1/12/1908,0,29027,0
2/12/1908,0,16084,0
3/12/1908,0,19680,0
4/12/1908,0,20459,0
5/12/1908,0,20262,0
6/12/1908,0,20291,0
7/12/1908,0,20307,0
8/12/1908,0,19790,0
9/12/1908,0,19836,0
10/12/1908,0,19858,0
11/12/1908,0,19854,0
12/12/1908,0,19782,0
13/12/1908,0,19124,0
14/12/1908,0,19631,0
15/12/1908,0,19719,0
16/12/1908,0,19608,0
17/12/1908,0,19547,0
18/12/1908,0,19535,0
19/12/1908,0,19538,0
20/12/1908,0,19451,0
21/12/1908,0,19200,0
22/12/1908,0,19061,0
23/12/1908,0,18714,0
24/12/1908,0,18106,0
25/12/1908,0,17423,0
26/12/1908,0,16613,0
27/12/1908,0,15725,0
28/12/1908,0,14832,0
29/12/1908,0,14101,0
30/12/1908,0,13139,0
31/12/1908,0,7673,0
1/01/1909,0,6420,0
2/01/1909,0,6308,0
3/01/1909,0,6305,0
4/01/1909,0,6345,0
5/01/1909,0,6337,0
6/01/1909,0,6318,0
7/01/1909,0,6301,0
8/01/1909,0,6296,0
9/01/1909,0,6307,0
10/01/1909,0,6323,0
11/01/1909,0,6334,0
12/01/1909,0,6336,0
13/01/1909,0,6337,0
14/01/1909,0,6336,0
15/01/1909,0,6335,0
16/01/1909,0,6335,0
17/01/1909,0,6333,0
18/01/1909,0,6332,0
19/01/1909,0,6332,0
20/01/1909,0,6332,0
21/01/1909,0,6332,0
22/01/1909,0,6331,0
23/01/1909,0,6331,0
24/01/1909,0,6330,0
25/01/1909,0,6328,0
26/01/1909,0,6326,0
27/01/1909,0,6325,0
28/01/1909,0,6325,0
29/01/1909,0,6324,0
30/01/1909,0,6322,0
31/01/1909,0,6316,0
1/02/1909,0,6344,0
2/02/1909,0,6339,0
3/02/1909,0,6341,0
4/02/1909,0,6343,0
5/02/1909,0,6344,0
6/02/1909,0,6344,0
7/02/1909,0,6343,0
8/02/1909,0,6342,0
9/02/1909,0,6340,0
10/02/1909,0,6338,0
11/02/1909,0,6336,0
12/02/1909,0,6333,0
13/02/1909,0,6331,0
14/02/1909,0,6329,0
15/02/1909,0,6328,0
16/02/1909,0,6327,0
17/02/1909,0,6326,0
18/02/1909,0,6327,0
19/02/1909,0,6328,0
20/02/1909,0,6329,0
21/02/1909,0,6330,0
22/02/1909,0,6331,0
23/02/1909,0,6331,0
24/02/1909,0,6328,0
25/02/1909,0,6327,0
26/02/1909,0,6329,0
27/02/1909,0,6335,0
28/02/1909,0,6339,0
1/03/1909,0,5761,0
2/03/1909,0,5568,0
3/03/1909,0,5533,0
4/03/1909,0,5528,0
5/03/1909,0,5527,0
6/03/1909,0,5527,0
7/03/1909,0,5524,0
8/03/1909,0,5524,0
9/03/1909,0,5529,0
10/03/1909,0,5535,0
11/03/1909,0,5539,0
12/03/1909,0,5539,0
13/03/1909,0,5540,0
14/03/1909,0,5538,0
15/03/1909,0,5536,0
16/03/1909,0,5535,0
17/03/1909,0,5533,0
18/03/1909,0,5531,0
19/03/1909,0,5530,0
20/03/1909,0,5531,0
21/03/1909,0,5533,0
22/03/1909,0,5534,0
23/03/1909,0,5533,0
24/03/1909,0,5533,0
25/03/1909,0,5532,0
26/03/1909,0,5531,0
27/03/1909,0,5529,0
28/03/1909,0,5528,0
29/03/1909,0,5526,0
30/03/1909,0,5523,0
31/03/1909,0,5520,0
1/04/1909,0,6089,0
2/04/1909,0,6314,0
3/04/1909,0,6290,0
4/04/1909,0,6276,0
5/04/1909,0,6271,0
6/04/1909,0,6269,0
7/04/1909,0,6269,0
8/04/1909,0,6267,0
9/04/1909,0,6265,0
10/04/1909,0,6263,0
11/04/1909,0,6261,0
12/04/1909,0,6261,0
13/04/1909,0,6261,0
14/04/1909,0,6264,0
15/04/1909,0,6269,0
16/04/1909,0,6274,0
17/04/1909,0,6278,0
18/04/1909,0,6281,0
19/04/1909,0,6283,0
20/04/1909,0,6286,0
21/04/1909,0,6289,0
22/04/1909,0,6290,0
23/04/1909,0,6289,0
24/04/1909,0,6286,0
25/04/1909,0,6283,0
26/04/1909,0,6277,0
27/04/1909,0,6272,0
28/04/1909,0,6267,0
29/04/1909,0,6264,0
30/04/1909,0,6258,0
1/05/1909,0,3991,0
2/05/1909,0,3326,0
3/05/1909,0,3229,0
4/05/1909,0,3223,0
5/05/1909,0,3223,0
6/05/1909,0,3222,0
7/05/1909,0,3220,0
8/05/1909,0,3217,0
9/05/1909,0,3214,0
10/05/1909,0,3210,0
11/05/1909,0,3207,0
12/05/1909,0,3204,0
13/05/1909,0,3202,0
14/05/1909,0,3198,0
15/05/1909,0,3646,0
16/05/1909,0,4234,0
17/05/1909,0,4725,0
18/05/1909,0,5052,0
19/05/1909,0,5244,0
20/05/1909,0,5404,0
21/05/1909,0,5601,0
22/05/1909,0,5888,0
23/05/1909,0,6200,0
24/05/1909,0,6625,0
25/05/1909,0,7156,0
26/05/1909,0,7777,0
27/05/1909,0,8420,0
28/05/1909,0,9051,0
29/05/1909,0,9666,0
30/05/1909,0,11412,0
31/05/1909,0,16032,0
1/06/1909,0,18614,0
2/06/1909,0,19806,0
3/06/1909,0,20335,0
4/06/1909,0,20991,0
5/06/1909,0,21570,0
6/06/1909,0,22152,0
7/06/1909,0,22749,0
8/06/1909,0,23412,0
9/06/1909,0,24124,0
10/06/1909,0,24721,0
11/06/1909,0,25340,0
12/06/1909,0,25869,0
13/06/1909,0,26264,0
14/06/1909,0,26497,0
15/06/1909,0,26608,0
16/06/1909,0,26579,0
17/06/1909,0,26434,0
18/06/1909,0,26236,0
19/06/1909,0,26006,0
20/06/1909,0,25768,0
21/06/1909,0,25581,0
22/06/1909,0,25444,0
23/06/1909,0,25350,0
24/06/1909,0,25281,0
25/06/1909,0,25265,0
26/06/1909,0,25244,0
27/06/1909,0,25243,0
28/06/1909,0,25247,0
29/06/1909,0,25263,0
30/06/1909,0,25324,0
1/07/1909,0,25657,0
2/07/1909,0,26016,0
3/07/1909,0,26332,0
4/07/1909,0,26680,0
5/07/1909,0,27178,0
6/07/1909,0,27817,0
7/07/1909,0,28438,0
8/07/1909,0,29151,0
9/07/1909,0,29868,0
10/07/1909,0,30615,0
11/07/1909,0,31373,0
12/07/1909,0,32131,0
13/07/1909,0,32820,0
14/07/1909,0,33378,0
15/07/1909,0,33934,0
16/07/1909,0,34475,0
17/07/1909,0,34971,0
18/07/1909,0,35430,0
19/07/1909,0,35854,0
20/07/1909,0,36285,0
21/07/1909,0,36728,0
22/07/1909,0,37163,0
23/07/1909,0,37656,0
24/07/1909,0,38230,0
25/07/1909,0,38893,0
26/07/1909,0,39634,0
27/07/1909,0,40421,0
28/07/1909,0,41188,0
29/07/1909,0,41917,0
30/07/1909,0,42614,0
31/07/1909,0,43264,0
1/08/1909,0,42556,0
2/08/1909,0,42922,0
3/08/1909,0,43464,0
4/08/1909,0,43969,0
5/08/1909,0,44401,0
6/08/1909,0,44755,0
7/08/1909,0,45067,0
8/08/1909,0,45326,0
9/08/1909,0,45537,0
10/08/1909,0,45689,0
11/08/1909,0,45800,0
12/08/1909,0,45858,0
13/08/1909,0,45883,0
14/08/1909,0,45889,0
15/08/1909,0,45894,0
16/08/1909,0,45914,0
17/08/1909,0,45966,0
18/08/1909,0,46065,0
19/08/1909,0,46230,0
20/08/1909,0,46479,0
21/08/1909,0,46837,0
22/08/1909,0,47282,0
23/08/1909,0,47800,0
24/08/1909,0,48375,0
25/08/1909,0,48993,0
26/08/1909,0,49636,0
27/08/1909,0,50294,0
28/08/1909,0,50958,0
29/08/1909,0,51575,0
30/08/1909,0,52087,0
31/08/1909,0,52763,0
1/09/1909,0,53419,0
2/09/1909,0,54029,0
3/09/1909,0,54569,0
4/09/1909,0,55103,0
5/09/1909,0,55696,0
6/09/1909,0,56220,0
7/09/1909,0,56762,0
8/09/1909,0,57329,0
9/09/1909,0,57897,0
10/09/1909,0,58390,0
11/09/1909,0,58875,0
12/09/1909,0,59383,0
13/09/1909,0,59916,0
14/09/1909,0,60441,0
15/09/1909,0,60908,0
16/09/1909,0,61391,0
17/09/1909,0,61966,0
18/09/1909,0,62546,0
19/09/1909,0,63111,0
20/09/1909,0,63691,0
21/09/1909,0,64224,0
22/09/1909,0,64772,0
23/09/1909,0,65337,0
24/09/1909,0,65876,0
25/09/1909,0,66363,0
26/09/1909,0,66798,0
27/09/1909,0,67186,0
28/09/1909,0,67473,0
29/09/1909,0,67709,0
30/09/1909,0,67861,0
1/10/1909,0,68073,0
2/10/1909,0,68190,0
3/10/1909,0,68198,0
4/10/1909,0,68177,0
5/10/1909,0,68173,0
6/10/1909,0,68155,0
7/10/1909,0,68065,0
8/10/1909,0,67911,0
9/10/1909,0,67694,0
10/10/1909,0,67411,0
11/10/1909,0,67158,0
12/10/1909,0,66780,0
13/10/1909,0,66367,0
14/10/1909,0,65797,0
15/10/1909,0,65160,0
16/10/1909,0,64512,0
17/10/1909,0,63808,0
18/10/1909,0,63105,0
19/10/1909,0,62416,0
20/10/1909,0,61776,0
21/10/1909,0,61185,0
22/10/1909,0,60593,0
23/10/1909,0,60031,0
24/10/1909,0,59493,0
25/10/1909,0,58768,0
26/10/1909,0,58122,0
27/10/1909,0,57212,0
28/10/1909,0,56355,0
29/10/1909,0,55093,0
30/10/1909,0,54039,0
31/10/1909,0,52868,0
1/11/1909,0,51910,0
2/11/1909,0,50951,0
3/11/1909,0,50002,0
4/11/1909,0,48877,0
5/11/1909,0,47675,0
6/11/1909,0,46409,0
7/11/1909,0,45081,0
8/11/1909,0,43464,0
9/11/1909,0,41912,0
10/11/1909,0,40468,0
11/11/1909,0,39177,0
12/11/1909,0,37926,0
13/11/1909,0,36478,0
14/11/1909,0,34638,0
15/11/1909,0,32592,0
16/11/1909,0,30462,0
17/11/1909,0,28505,0
18/11/1909,0,26787,0
19/11/1909,0,25200,0
20/11/1909,0,23625,0
21/11/1909,0,22100,0
22/11/1909,0,20786,0
23/11/1909,0,19718,0
24/11/1909,0,18564,0
25/11/1909,0,17489,0
26/11/1909,0,16251,0
27/11/1909,0,14859,0
28/11/1909,0,13469,0
29/11/1909,0,12247,0
30/11/1909,0,11272,0
1/12/1909,0,13967,0
2/12/1909,0,14535,0
3/12/1909,0,13879,0
4/12/1909,0,12977,0
5/12/1909,0,12037,0
6/12/1909,0,11155,0
7/12/1909,0,10415,0
8/12/1909,0,9763,0
9/12/1909,0,9203,0
10/12/1909,0,8746,0
11/12/1909,0,8382,0
12/12/1909,0,8097,0
13/12/1909,0,7873,0
14/12/1909,0,7685,0
15/12/1909,0,7513,0
16/12/1909,0,7347,0
17/12/1909,0,7208,0
18/12/1909,0,7109,0
19/12/1909,0,7078,0
20/12/1909,0,7079,0
21/12/1909,0,7087,0
22/12/1909,0,7012,0
23/12/1909,0,6849,0
24/12/1909,0,6647,0
25/12/1909,0,6430,0
26/12/1909,0,6209,0
27/12/1909,0,5980,0
28/12/1909,0,5839,0
29/12/1909,0,5811,0
30/12/1909,0,5810,0
31/12/1909,0,5813,0
1/01/1910,0,6266,0
2/01/1910,0,6355,0
3/01/1910,0,6365,0
4/01/1910,0,6371,0
5/01/1910,0,6372,0
6/01/1910,0,6371,0
7/01/1910,0,6366,0
8/01/1910,0,6359,0
9/01/1910,0,6351,0
10/01/1910,0,6341,0
11/01/1910,0,6327,0
12/01/1910,0,6308,0
13/01/1910,0,6301,0
14/01/1910,0,6308,0
15/01/1910,0,6322,0
16/01/1910,0,6344,0
17/01/1910,0,6350,0
18/01/1910,0,6351,0
19/01/1910,0,6347,0
20/01/1910,0,6346,0
21/01/1910,0,6335,0
22/01/1910,0,6312,0
23/01/1910,0,6296,0
24/01/1910,0,6335,0
25/01/1910,0,6360,0
26/01/1910,0,6357,0
27/01/1910,0,6354,0
28/01/1910,0,6349,0
29/01/1910,0,6342,0
30/01/1910,0,6338,0
31/01/1910,0,6333,0
1/02/1910,0,6268,0
2/02/1910,0,6285,0
3/02/1910,0,6311,0
4/02/1910,0,6346,0
5/02/1910,0,6350,0
6/02/1910,0,6343,0
7/02/1910,0,6342,0
8/02/1910,0,6345,0
9/02/1910,0,6353,0
10/02/1910,0,6359,0
11/02/1910,0,6363,0
12/02/1910,0,6363,0
13/02/1910,0,6360,0
14/02/1910,0,6354,0
15/02/1910,0,6347,0
16/02/1910,0,6341,0
17/02/1910,0,6335,0
18/02/1910,0,6330,0
19/02/1910,0,6327,0
20/02/1910,0,6326,0
21/02/1910,0,6325,0
22/02/1910,0,6325,0
23/02/1910,0,6325,0
24/02/1910,0,6316,0
25/02/1910,0,6312,0
26/02/1910,0,6320,0
27/02/1910,0,6339,0
28/02/1910,0,6341,0
1/03/1910,0,5850,0
2/03/1910,0,5569,0
3/03/1910,0,5534,0
4/03/1910,0,5537,0
5/03/1910,0,5537,0
6/03/1910,0,5522,0
7/03/1910,0,5514,0
8/03/1910,0,5517,0
9/03/1910,0,5521,0
10/03/1910,0,5531,0
11/03/1910,0,5530,0
12/03/1910,0,5536,0
13/03/1910,0,5541,0
14/03/1910,0,5545,0
15/03/1910,0,5547,0
16/03/1910,0,5544,0
17/03/1910,0,5542,0
18/03/1910,0,5537,0
19/03/1910,0,5535,0
20/03/1910,0,5537,0
21/03/1910,0,5533,0
22/03/1910,0,5530,0
23/03/1910,0,5529,0
24/03/1910,0,5530,0
25/03/1910,0,5534,0
26/03/1910,0,5540,0
27/03/1910,0,5546,0
28/03/1910,0,5554,0
29/03/1910,0,5559,0
30/03/1910,0,5561,0
31/03/1910,0,5555,0
1/04/1910,0,6648,0
2/04/1910,0,7162,0
3/04/1910,0,7189,0
4/04/1910,0,7169,0
5/04/1910,0,7159,0
6/04/1910,0,7153,0
7/04/1910,0,7151,0
8/04/1910,0,7153,0
9/04/1910,0,7157,0
10/04/1910,0,7162,0
11/04/1910,0,7167,0
12/04/1910,0,7173,0
13/04/1910,0,7178,0
14/04/1910,0,10777,0
